epoch_pct,data_idx,acc_real,acc_fake,loss_real,loss_fake,avg_confidence_real,avg_confidence_fake
0.054819,8192,0.997559,1.000000,0.007361,0.000878,0.996655,0.999122
0.219278,32768,1.000000,1.000000,0.000419,0.001166,0.999610,0.998835
0.383736,57344,0.999023,1.000000,0.004500,0.001149,0.996101,0.998851
0.548195,81920,1.000000,1.000000,0.009850,0.001079,0.990281,0.998921
0.712653,106496,1.000000,1.000000,0.016129,0.002043,0.984169,0.997960
0.877111,131072,1.000000,1.000000,0.009785,0.001715,0.990429,0.998298
1.041570,155648,1.000000,1.000000,0.013377,0.002686,0.986991,0.997324
1.206028,180224,0.999512,1.000000,0.009510,0.003436,0.991199,0.996573
1.370486,204800,0.998535,1.000000,0.009205,0.004806,0.991701,0.995233
1.534945,229376,0.996582,1.000000,0.015819,0.007409,0.987885,0.992671
1.699403,253952,0.995605,1.000000,0.013654,0.006182,0.989830,0.993864
1.863861,278528,0.993652,0.999512,0.022528,0.008184,0.983501,0.992263
2.028320,303104,0.989746,0.999023,0.040558,0.014463,0.969045,0.986808
2.192778,327680,0.995605,1.000000,0.028817,0.015405,0.975863,0.985098
2.357237,352256,0.996094,1.000000,0.030747,0.015555,0.973439,0.984770
2.521695,376832,0.929199,1.000000,0.151671,0.082364,0.904533,0.923247
2.686153,401408,0.987793,1.000000,0.040272,0.024818,0.969269,0.976015
2.850612,425984,0.976562,0.999512,0.080773,0.044218,0.938659,0.958535
3.015070,450560,0.987793,1.000000,0.044529,0.028850,0.965682,0.972245
3.179528,475136,0.991699,0.999512,0.047487,0.018255,0.961864,0.982505
3.343987,499712,0.872559,0.963867,0.256827,0.266323,0.815882,0.779019
3.508445,524288,0.989746,1.000000,0.038611,0.011507,0.971012,0.988734
3.672903,548864,0.855469,0.996582,0.281941,0.259784,0.814282,0.776196
3.837362,573440,0.834473,0.997070,0.301574,0.203722,0.794469,0.820120
4.001820,598016,0.992676,1.000000,0.033097,0.017556,0.973506,0.982848
4.166279,622592,0.990723,0.999512,0.050558,0.012619,0.958726,0.987739
4.330737,647168,0.994141,0.998535,0.024793,0.033607,0.979899,0.968676
4.495195,671744,0.976562,1.000000,0.062583,0.015523,0.959473,0.984838
4.659654,696320,0.992676,1.000000,0.031249,0.019207,0.975390,0.981375
4.824112,720896,0.994141,1.000000,0.027393,0.014636,0.978601,0.985862
4.988570,745472,0.975098,0.999512,0.083556,0.017209,0.940582,0.983292
5.153029,770048,0.912109,0.989258,0.243971,0.163277,0.814397,0.858264
5.317487,794624,0.995605,0.992188,0.022403,0.116173,0.980950,0.897234
5.481945,819200,0.980957,0.999512,0.058859,0.016311,0.964111,0.985794
5.646404,843776,0.950195,0.999023,0.146540,0.086244,0.888836,0.919704
5.810862,868352,0.960938,0.990723,0.170321,0.175194,0.862198,0.846795
5.975321,892928,0.998535,0.999512,0.013398,0.010538,0.987978,0.989948
6.139779,917504,0.916992,0.994629,0.208117,0.113132,0.850128,0.898322
6.304237,942080,0.987305,1.000000,0.040455,0.013651,0.971748,0.986588
6.468696,966656,0.967285,1.000000,0.094432,0.024970,0.939158,0.976099
6.633154,991232,0.992676,0.999023,0.031049,0.010231,0.974191,0.990383
6.797612,1015808,0.955078,1.000000,0.122841,0.009972,0.918934,0.990248
6.962071,1040384,0.973145,0.983887,0.076407,0.083270,0.951370,0.931303
7.126529,1064960,0.961426,0.999512,0.100088,0.034658,0.932415,0.967239
7.290987,1089536,0.983887,0.999023,0.047906,0.034794,0.968032,0.967614
7.455446,1114112,0.971680,0.997559,0.116186,0.117064,0.908060,0.894055
7.619904,1138688,0.964844,0.997070,0.120144,0.063303,0.910429,0.942000
7.784363,1163264,0.964844,1.000000,0.104886,0.056345,0.924924,0.946668
7.948821,1187840,0.981445,1.000000,0.049718,0.020100,0.963939,0.980679
8.113279,1212416,0.981445,0.992676,0.055177,0.060861,0.961837,0.945422
8.277738,1236992,0.969727,1.000000,0.086735,0.042671,0.937642,0.959183
8.442196,1261568,0.994141,1.000000,0.034402,0.022905,0.971511,0.977958
8.606654,1286144,0.968750,0.998535,0.088014,0.053491,0.938833,0.950296
8.771113,1310720,0.972656,1.000000,0.068074,0.018784,0.957341,0.981759
8.935571,1335296,0.960449,1.000000,0.105844,0.009229,0.940605,0.990943
9.100029,1359872,0.992188,0.967773,0.031187,0.133060,0.978246,0.893976
9.264488,1384448,0.980957,0.994629,0.067738,0.098162,0.947542,0.911991
9.428946,1409024,0.944336,1.000000,0.139496,0.026999,0.907508,0.974093
9.593405,1433600,0.956543,0.998535,0.130177,0.071223,0.911512,0.934855
9.757863,1458176,0.987793,0.998047,0.042252,0.037302,0.969581,0.965661
9.922321,1482752,0.969238,0.999512,0.090247,0.025017,0.941280,0.976119
10.086780,1507328,0.950684,0.998047,0.144212,0.031261,0.914549,0.971281
10.141599,1515520,0.993164,0.998535,0.036453,0.023938,0.971256,0.977545
10.306057,1540096,0.972656,1.000000,0.075990,0.017929,0.948598,0.982705
10.470516,1564672,0.936523,0.991211,0.162954,0.095696,0.888496,0.915610
10.634974,1589248,0.958984,1.000000,0.104546,0.007706,0.937174,0.992533
10.799433,1613824,0.977539,0.999023,0.079382,0.024243,0.948685,0.977245
10.963891,1638400,0.947266,0.997559,0.134718,0.074033,0.907849,0.931853
11.128349,1662976,0.946777,0.993652,0.155084,0.080220,0.897156,0.927577
11.292808,1687552,0.974609,0.998535,0.066417,0.037191,0.961094,0.965542
11.457266,1712128,0.987793,0.992188,0.048840,0.064554,0.964761,0.943873
11.621724,1736704,0.925781,0.991211,0.183598,0.082628,0.874320,0.926855
11.786183,1761280,0.883301,0.981934,0.265352,0.211590,0.813295,0.817037
11.950641,1785856,0.972168,0.958496,0.075114,0.177968,0.947553,0.862759
12.115099,1810432,0.993652,0.602539,0.043061,0.713365,0.962713,0.566151
12.279558,1835008,0.952637,0.996094,0.137535,0.097616,0.900879,0.912300
12.444016,1859584,0.888672,0.995605,0.266167,0.039339,0.857754,0.965015
12.608475,1884160,0.984863,0.997070,0.065959,0.047067,0.952808,0.956690
12.772933,1908736,0.902344,0.978516,0.240357,0.257210,0.820422,0.781410
12.937391,1933312,0.984863,0.984375,0.059925,0.099384,0.954670,0.915697
13.101850,1957888,0.879395,0.992188,0.265512,0.148549,0.813280,0.868949
13.266308,1982464,0.887695,0.955566,0.275397,0.314701,0.792103,0.743321
13.430766,2007040,0.988281,0.996094,0.042613,0.040972,0.968931,0.962769
13.595225,2031616,0.982910,0.997070,0.053305,0.038167,0.965775,0.965190
13.759683,2056192,0.991211,0.967773,0.039705,0.136374,0.967747,0.887446
13.924141,2080768,0.782227,0.999512,0.491113,0.017342,0.729066,0.983901
