epoch_pct,data_idx,acc_real,acc_fake,loss_real,loss_fake,avg_confidence_real,avg_confidence_fake
0.054819,8192,1.000000,0.000000,0.000000,13.429038,1.000000,0.000002
0.219278,32768,1.000000,0.000000,0.000000,11.418105,1.000000,0.000042
0.383736,57344,1.000000,0.000000,0.000000,16.460442,1.000000,0.000008
0.548195,81920,1.000000,0.000000,0.000000,15.091908,1.000000,0.000106
0.712653,106496,1.000000,0.000000,0.000000,14.982333,1.000000,0.000094
0.877111,131072,1.000000,0.000000,0.000000,13.686572,1.000000,0.000076
1.041570,155648,1.000000,0.000000,0.000001,11.252441,0.999999,0.000089
1.206028,180224,1.000000,0.000000,0.000001,11.595371,0.999999,0.000199
1.370486,204800,1.000000,0.000000,0.000001,11.800996,0.999999,0.000042
1.534945,229376,1.000000,0.000000,0.000001,11.245418,0.999999,0.000114
1.699403,253952,1.000000,0.000000,0.000000,23.137360,1.000000,0.000000
1.863861,278528,1.000000,0.000000,0.000026,9.249365,0.999974,0.000323
2.028320,303104,1.000000,0.000000,0.000002,10.023671,0.999998,0.000412
2.192778,327680,1.000000,0.000000,0.000023,10.030719,0.999977,0.000287
2.357237,352256,1.000000,0.000000,0.000014,10.016986,0.999986,0.000252
2.521695,376832,1.000000,0.000000,0.000057,8.763693,0.999943,0.000458
2.686153,401408,1.000000,0.000000,0.000051,9.085490,0.999949,0.000460
2.850612,425984,1.000000,0.000000,0.000015,11.734465,0.999985,0.000302
3.015070,450560,1.000000,0.000000,0.000048,8.989419,0.999952,0.000459
3.179528,475136,1.000000,0.000000,0.000052,8.705867,0.999948,0.000579
3.343987,499712,1.000000,0.000000,0.000000,27.626749,1.000000,0.000000
3.508445,524288,1.000000,0.000000,0.000000,22.143675,1.000000,0.000000
3.672903,548864,1.000000,0.000000,0.000071,8.443622,0.999930,0.001256
3.837362,573440,1.000000,0.000000,0.000069,7.452825,0.999931,0.001394
4.001820,598016,1.000000,0.000000,0.000050,9.094224,0.999950,0.000425
4.166279,622592,1.000000,0.000000,0.000018,9.153892,0.999982,0.000362
4.330737,647168,1.000000,0.000000,0.000057,8.341224,0.999943,0.000544
4.495195,671744,0.999512,0.000000,0.123200,9.157116,0.999470,0.000920
4.659654,696320,1.000000,0.000000,0.000000,26.131104,1.000000,0.000000
4.824112,720896,1.000000,0.000000,0.000085,8.019569,0.999915,0.000704
4.988570,745472,1.000000,0.000000,0.000079,8.643195,0.999921,0.000887
5.153029,770048,1.000000,0.000000,0.000008,10.801481,0.999992,0.000129
5.317487,794624,1.000000,0.000000,0.000013,10.595640,0.999987,0.000253
5.481945,819200,1.000000,0.000000,0.000000,15.520428,1.000000,0.000002
5.646404,843776,1.000000,0.000000,0.000018,9.118212,0.999982,0.000571
5.810862,868352,1.000000,0.000000,0.000020,10.767691,0.999980,0.000059
5.975321,892928,1.000000,0.000000,0.000069,9.195852,0.999931,0.000522
6.139779,917504,1.000000,0.000000,0.000041,10.461813,0.999960,0.000347
6.304237,942080,1.000000,0.000000,0.000024,9.008312,0.999976,0.000597
6.468696,966656,1.000000,0.000000,0.000008,26.260891,0.999992,0.000003
6.633154,991232,0.999512,0.000000,0.143221,8.725564,0.999470,0.000721
6.797612,1015808,1.000000,0.000000,0.000049,9.624390,0.999952,0.000269
6.962071,1040384,1.000000,0.000000,0.000026,8.818031,0.999974,0.000519
7.126529,1064960,1.000000,0.000000,0.000031,8.388885,0.999969,0.001080
7.290987,1089536,1.000000,0.000000,0.000025,9.958634,0.999975,0.000443
7.455446,1114112,0.999512,0.000000,0.096462,40.726959,0.999512,0.000000
7.619904,1138688,1.000000,0.000000,0.000020,9.776117,0.999980,0.000235
7.784363,1163264,1.000000,0.000000,0.000017,10.093488,0.999983,0.000431
7.948821,1187840,1.000000,0.000000,0.000007,12.730766,0.999993,0.000109
8.113279,1212416,1.000000,0.000000,0.000024,10.682055,0.999977,0.000515
8.277738,1236992,1.000000,0.000000,0.000043,9.065206,0.999958,0.000755
8.442196,1261568,1.000000,0.000000,0.000009,10.999169,0.999991,0.000485
8.606654,1286144,1.000000,0.000000,0.000006,12.893330,0.999994,0.000127
8.771113,1310720,1.000000,0.000000,0.000019,10.423966,0.999981,0.000496
8.935571,1335296,1.000000,0.000000,0.000010,10.407858,0.999990,0.000209
9.100029,1359872,1.000000,0.000000,0.000000,22.011950,1.000000,0.000000
9.264488,1384448,1.000000,0.000000,0.000003,16.423155,0.999997,0.000033
9.428946,1409024,1.000000,0.000000,0.000049,9.888062,0.999951,0.000718
9.593405,1433600,1.000000,0.000000,0.000044,8.217430,0.999956,0.000693
9.757863,1458176,1.000000,0.000000,0.000000,50.839661,1.000000,0.000000
9.922321,1482752,1.000000,0.000000,0.000004,13.217141,0.999996,0.000073
10.086780,1507328,1.000000,0.000000,0.000014,10.649025,0.999986,0.000310
10.251238,1531904,1.000000,0.000000,0.000008,14.799325,0.999992,0.000002
10.415696,1556480,1.000000,0.000000,0.000003,13.133581,0.999997,0.000027
10.580155,1581056,1.000000,0.000000,0.000009,10.395893,0.999991,0.000267
10.744613,1605632,1.000000,0.000000,0.000047,9.370527,0.999954,0.000655
10.909071,1630208,1.000000,0.000000,0.000041,12.225091,0.999959,0.000314
11.073530,1654784,1.000000,0.000000,0.000019,9.829450,0.999981,0.000445
11.237988,1679360,1.000000,0.000000,0.000034,12.109489,0.999966,0.000452
11.402447,1703936,1.000000,0.000000,0.000000,27.842981,1.000000,0.000000
11.566905,1728512,1.000000,0.000000,0.000001,17.400030,0.999999,0.000000
