epoch_pct,data_idx,acc_real,acc_fake,loss_real,loss_fake,avg_confidence_real,avg_confidence_fake
4.000000,8,1.000000,0.000000,0.000071,11.777221,0.999930,0.000008
1656.000000,3312,0.997559,0.000000,0.010161,3.282609,0.991106,0.047477
2396.000000,4792,1.000000,0.000000,0.001145,5.047413,0.998868,0.006769
3564.000000,7128,1.000000,0.000000,0.002093,8.782814,0.997915,0.000161
4116.000000,8232,1.000000,0.025391,0.006058,3.184280,0.993991,0.078743
4412.000000,8824,1.000000,0.000000,0.000009,4.235106,0.999991,0.029302
4744.000000,9488,0.999512,0.000000,0.025318,3.285384,0.975424,0.049881
5668.000000,11336,1.000000,0.000000,0.006247,2.973317,0.993798,0.054733
6060.000000,12120,1.000000,0.000000,0.003812,3.434531,0.996263,0.051672
6688.000000,13376,0.997559,0.000488,0.027960,3.441395,0.974385,0.053842
7288.000000,14576,1.000000,0.011230,0.002689,3.077093,0.997321,0.095628
7984.000000,15968,1.000000,0.003418,0.001631,3.306834,0.998384,0.054627
8656.000000,17312,1.000000,0.048828,0.000047,4.976651,0.999954,0.073935
9176.000000,18352,1.000000,0.026855,0.001074,3.314740,0.998948,0.091771
9772.000000,19544,1.000000,0.043457,0.000300,6.429889,0.999707,0.073797
10892.000000,21784,1.000000,0.016113,0.001240,5.488314,0.998762,0.050864
11756.000000,23512,0.998535,0.003418,0.015255,2.771121,0.986841,0.097831
12524.000000,25048,1.000000,0.000000,0.000383,8.111104,0.999617,0.000321
13396.000000,26792,1.000000,0.000000,0.038535,2.861354,0.962600,0.071431
14032.000000,28064,1.000000,0.000000,0.013601,3.357161,0.986526,0.055282
14536.000000,29072,1.000000,0.000000,0.011817,2.703551,0.988297,0.078470
15252.000000,30504,1.000000,0.000000,0.006389,3.188081,0.993696,0.097430
15936.000000,31872,1.000000,0.001465,0.011578,3.168156,0.988653,0.057068
16532.000000,33064,0.998535,0.000000,0.011555,4.216376,0.989439,0.034388
17084.000000,34168,1.000000,0.026855,0.012802,3.921669,0.987401,0.072071
17768.000000,35536,1.000000,0.004395,0.009443,5.462290,0.990789,0.048445
18640.000000,37280,0.999512,0.020508,0.015087,3.297890,0.985314,0.080552
19708.000000,39416,0.998047,0.022461,0.018950,3.948462,0.982919,0.076531
20560.000000,41120,0.999512,0.057129,0.005745,3.218919,0.994484,0.100624
21452.000000,42904,1.000000,0.013184,0.005689,3.447535,0.994481,0.086479
22192.000000,44384,1.000000,0.002441,0.003156,3.808492,0.996909,0.052630
23296.000000,46592,1.000000,0.058594,0.003447,3.385447,0.996666,0.130158
24540.000000,49080,0.999512,0.068848,0.006115,3.864990,0.994493,0.117346
25652.000000,51304,1.000000,0.078613,0.001137,3.952883,0.998865,0.105365
26948.000000,53896,0.999512,0.068848,0.013701,3.737535,0.986670,0.100829
28108.000000,56216,1.000000,0.030273,0.002787,3.774323,0.997261,0.078426
29080.000000,58160,1.000000,0.054688,0.001502,4.472425,0.998505,0.093577
30220.000000,60440,0.999512,0.063477,0.010564,3.993782,0.990007,0.086360
31120.000000,62240,1.000000,0.038574,0.006095,3.664907,0.993972,0.083855
32084.000000,64168,1.000000,0.001953,0.010275,2.883086,0.989815,0.085966
33228.000000,66456,0.997070,0.031738,0.020462,4.044530,0.982490,0.077223
34404.000000,68808,1.000000,0.031738,0.007138,3.972501,0.993008,0.075833
35252.000000,70504,1.000000,0.031250,0.004755,4.058262,0.995328,0.111046
36592.000000,73184,0.995117,0.059570,0.029010,3.950213,0.978052,0.096311
