epoch_pct,data_idx,mse,loss
93.741267,14008320,0.973367,0.543634
94.070184,14057472,0.970299,0.545038
94.399101,14106624,0.973278,0.543820
94.728017,14155776,0.969354,0.543055
95.056934,14204928,0.975584,0.544280
95.385851,14254080,0.969675,0.545644
95.714768,14303232,0.969874,0.542856
96.043684,14352384,0.971763,0.543940
96.372601,14401536,0.973744,0.546759
96.701518,14450688,0.975622,0.543999
97.030434,14499840,0.975063,0.544231
97.359351,14548992,0.972723,0.545199
97.688268,14598144,0.971586,0.544317
98.017185,14647296,0.975542,0.545237
98.346101,14696448,0.975179,0.543526
98.675018,14745600,0.971720,0.544239
99.003935,14794752,0.974027,0.542019
99.332852,14843904,0.974321,0.541650
99.661768,14893056,0.972858,0.543733
99.990685,14942208,0.975198,0.543190
100.319602,14991360,0.974488,0.542551
100.648518,15040512,0.974626,0.544064
100.977435,15089664,0.975756,0.543425
101.306352,15138816,0.973663,0.542519
101.635269,15187968,0.973689,0.541875
101.964185,15237120,0.974654,0.544561
102.293102,15286272,0.974553,0.544035
102.622019,15335424,0.972863,0.543877
102.950936,15384576,0.974517,0.544312
103.279852,15433728,0.971144,0.544158
103.608769,15482880,0.976484,0.544971
103.937686,15532032,0.974596,0.544663
104.266602,15581184,0.975497,0.543584
104.595519,15630336,0.974341,0.544764
104.924436,15679488,0.972115,0.542788
105.253353,15728640,0.972603,0.543376
105.582269,15777792,0.974446,0.544486
105.911186,15826944,0.974271,0.542884
106.240103,15876096,0.974120,0.542646
106.569020,15925248,0.975413,0.543341
106.897936,15974400,0.975670,0.543965
107.226853,16023552,0.973494,0.545807
107.555770,16072704,0.974889,0.545362
107.884686,16121856,0.975594,0.545455
108.213603,16171008,0.973900,0.542938
108.542520,16220160,0.969028,0.543168
108.871437,16269312,0.972659,0.543541
109.200353,16318464,0.973868,0.543047
109.529270,16367616,0.968947,0.542912
109.858187,16416768,0.975476,0.544314
110.187104,16465920,0.975070,0.541740
110.516020,16515072,0.974957,0.542832
110.844937,16564224,0.972815,0.542894
111.173854,16613376,0.974764,0.544291
111.502770,16662528,0.975425,0.540822
111.831687,16711680,0.968966,0.543294
112.160604,16760832,0.973507,0.543175
112.489521,16809984,0.972393,0.544540
112.818437,16859136,0.975103,0.544357
113.147354,16908288,0.970219,0.543576
113.476271,16957440,0.974673,0.542930
113.805188,17006592,0.975183,0.545600
114.134104,17055744,0.970224,0.542819
114.463021,17104896,0.974515,0.543279
